# symbol: SPY
# spot: 585.4
# as_of: 2026-03-02T18:30:00Z
# source: synthetic-demo (shape is realistic, numbers are not a real session)
expiry,strike,right,open_interest,implied_vol,bid,ask,last,volume
2026-03-06,613,C,9670,0.128,,,,298
2026-03-06,613,P,4617,0.128,,,,1061
2026-03-06,614,C,14027,0.1274,,,,3600
2026-03-06,614,P,5913,0.1274,,,,558
2026-03-06,615,C,15581,0.1268,,,,2213
2026-03-06,615,P,7391,0.1268,,,,1230
2026-03-06,616,C,9551,0.1262,,,,1907
2026-03-06,616,P,6257,0.1262,,,,505
2026-03-06,617,C,15075,0.1257,,,,365
2026-03-06,617,P,3495,0.1257,,,,300
2026-03-06,618,C,13567,0.1251,,,,3860
2026-03-06,618,P,4902,0.1251,,,,546
2026-03-06,619,C,14524,0.1246,,,,1626
2026-03-06,619,P,3067,0.1246,,,,840
2026-03-06,620,C,22908,0.124,,,,4902
2026-03-06,620,P,7883,0.124,,,,2318
2026-03-06,621,C,10426,0.1235,,,,2659
2026-03-06,621,P,4008,0.1235,,,,1042
2026-03-06,622,C,9928,0.123,,,,2212
2026-03-06,622,P,3449,0.123,,,,366
2026-03-06,623,C,7860,0.1225,,,,1527
2026-03-06,623,P,2038,0.1225,,,,560
2026-03-06,624,C,7135,0.122,,,,196
2026-03-06,624,P,1986,0.122,,,,556
2026-03-06,625,C,28956,0.1215,,,,1729
2026-03-06,625,P,5773,0.1215,,,,182
2026-03-06,626,C,10932,0.121,,,,2158
2026-03-06,626,P,2965,0.121,,,,670
2026-03-06,627,C,6016,0.1205,,,,1114
2026-03-06,627,P,2141,0.1205,,,,532
2026-03-06,628,C,11254,0.1201,,,,3033
2026-03-06,628,P,1472,0.1201,,,,387
2026-03-06,629,C,11591,0.1196,,,,3296
2026-03-06,629,P,1448,0.1196,,,,112
2026-03-06,630,C,11067,0.1192,,,,328
2026-03-06,630,P,4802,0.1192,,,,1187
2026-03-06,631,C,9067,0.1188,,,,2275
2026-03-06,631,P,2043,0.1188,,,,205
2026-03-06,632,C,5391,0.1184,,,,255
2026-03-06,632,P,2082,0.1184,,,,161
2026-03-06,633,C,6560,0.1179,,,,909
2026-03-06,633,P,993,0.1179,,,,91
2026-03-06,634,C,6123,0.1176,,,,1349
2026-03-06,634,P,1343,0.1176,,,,147
2026-03-06,635,C,12267,0.1172,,,,1975
2026-03-06,635,P,2240,0.1172,,,,432
2026-03-06,636,C,4312,0.1168,,,,584
2026-03-06,636,P,1235,0.1168,,,,292
2026-03-06,637,C,5835,0.1164,,,,1267
2026-03-06,637,P,1246,0.1164,,,,100
2026-03-06,638,C,8257,0.1161,,,,375
2026-03-06,638,P,1410,0.1161,,,,95
2026-03-06,639,C,3700,0.1157,,,,283
2026-03-06,639,P,1260,0.1157,,,,370
2026-03-06,640,C,6781,0.1154,,,,1067
2026-03-06,640,P,1821,0.1154,,,,442
2026-03-06,641,C,4243,0.1151,,,,672
2026-03-06,641,P,784,0.1151,,,,198
2026-03-06,642,C,4398,0.1148,,,,1250
2026-03-06,642,P,683,0.1148,,,,54
2026-03-06,643,C,6042,0.1144,,,,963
2026-03-06,643,P,525,0.1144,,,,104
2026-03-06,644,C,3314,0.1142,,,,797
2026-03-06,644,P,815,0.1142,,,,195
2026-03-06,645,C,6567,0.1139,,,,785
2026-03-06,645,P,747,0.1139,,,,97
2026-03-06,646,C,5972,0.1136,,,,263
2026-03-06,646,P,784,0.1136,,,,21
2026-03-06,647,C,3320,0.1133,,,,311
2026-03-06,647,P,727,0.1133,,,,116
2026-03-06,648,C,3737,0.1131,,,,999
2026-03-06,648,P,398,0.1131,,,,59
2026-03-06,649,C,4038,0.1128,,,,933
2026-03-06,649,P,558,0.1128,,,,112
2026-03-06,650,C,11192,0.1126,,,,1247
2026-03-06,650,P,1049,0.1126,,,,268
2026-03-06,651,C,4020,0.1123,,,,915
2026-03-06,651,P,287,0.1123,,,,41
2026-03-06,652,C,4117,0.1121,,,,749
2026-03-06,652,P,250,0.1121,,,,37
2026-03-06,653,C,4190,0.1119,,,,362
2026-03-06,653,P,246,0.1119,,,,25
2026-03-06,654,C,3527,0.1117,,,,903
2026-03-06,654,P,216,0.1117,,,,13
2026-03-06,655,C,2864,0.1115,,,,319
2026-03-06,655,P,347,0.1115,,,,22
2026-03-06,656,C,2341,0.1113,,,,170
2026-03-06,656,P,343,0.1113,,,,76
2026-03-06,657,C,1746,0.1112,,,,505
2026-03-06,657,P,154,0.1112,,,,19
2026-03-06,658,C,3354,0.111,,,,813
2026-03-06,658,P,244,0.111,,,,34
2026-03-06,659,C,1725,0.1108,,,,342
2026-03-06,659,P,128,0.1108,,,,9
2026-03-06,660,C,3714,0.1107,,,,109
2026-03-06,660,P,297,0.1107,,,,71
2026-03-06,661,C,2331,0.1106,,,,373
2026-03-06,661,P,170,0.1106,,,,25
2026-03-06,662,C,1353,0.1104,,,,255
2026-03-06,662,P,129,0.1104,,,,29
2026-03-06,663,C,2362,0.1103,,,,331
2026-03-06,663,P,134,0.1103,,,,30
2026-03-06,664,C,1565,0.1102,,,,131
2026-03-06,664,P,135,0.1102,,,,35
2026-03-06,665,C,2385,0.1101,,,,515
2026-03-06,665,P,166,0.1101,,,,34
2026-03-06,666,C,1630,0.11,,,,239
2026-03-06,666,P,79,0.11,,,,15
2026-03-06,667,C,928,0.1099,,,,127
2026-03-06,667,P,103,0.1099,,,,22
2026-03-06,668,C,1411,0.1098,,,,127
2026-03-06,668,P,71,0.1098,,,,10
2026-03-06,669,C,1309,0.1098,,,,176
2026-03-06,669,P,78,0.1098,,,,21
2026-03-06,670,C,1578,0.1097,,,,320
2026-03-06,670,P,143,0.1097,,,,18
2026-03-20,500,C,4610,0.2734,,,,1350
2026-03-20,500,P,12100,0.2734,,,,2082
2026-03-20,505,C,1498,0.2622,,,,357
2026-03-20,505,P,10717,0.2622,,,,1772
2026-03-20,510,C,2535,0.2514,,,,458
2026-03-20,510,P,13840,0.2514,,,,3056
2026-03-20,515,C,2919,0.2411,,,,580
2026-03-20,515,P,12271,0.2411,,,,2037
2026-03-20,520,C,4769,0.2313,,,,1361
2026-03-20,520,P,12379,0.2313,,,,2619
2026-03-20,525,C,9730,0.2219,,,,2272
2026-03-20,525,P,21762,0.2219,,,,6433
2026-03-20,530,C,6034,0.2129,,,,216
2026-03-20,530,P,15291,0.2129,,,,2017
2026-03-20,535,C,3114,0.2044,,,,427
2026-03-20,535,P,12194,0.2044,,,,2627
2026-03-20,540,C,7692,0.1962,,,,724
2026-03-20,540,P,16211,0.1962,,,,3689
2026-03-20,545,C,8649,0.1885,,,,1449
2026-03-20,545,P,11036,0.1885,,,,2697
2026-03-20,550,C,17551,0.1812,,,,1392
2026-03-20,550,P,28080,0.1812,,,,6667
2026-03-20,555,C,9637,0.1742,,,,1904
2026-03-20,555,P,14614,0.1742,,,,2592
2026-03-20,560,C,9929,0.1676,,,,2878
2026-03-20,560,P,20327,0.1676,,,,4042
2026-03-20,565,C,11265,0.1614,,,,2799
2026-03-20,565,P,14792,0.1614,,,,1514
2026-03-20,570,C,15060,0.1555,,,,829
2026-03-20,570,P,29006,0.1555,,,,3461
2026-03-20,575,C,34978,0.1499,,,,3318
2026-03-20,575,P,36273,0.1499,,,,3300
2026-03-20,580,C,14974,0.1447,,,,1078
2026-03-20,580,P,13189,0.1447,,,,2929
2026-03-20,585,C,8921,0.1398,,,,790
2026-03-20,585,P,11691,0.1398,,,,1803
2026-03-20,590,C,15852,0.1353,,,,3145
2026-03-20,590,P,22740,0.1353,,,,2762
2026-03-20,595,C,15052,0.131,,,,3902
2026-03-20,595,P,8105,0.131,,,,2040
2026-03-20,600,C,40531,0.1271,,,,9708
2026-03-20,600,P,22791,0.1271,,,,5760
2026-03-20,605,C,12374,0.1234,,,,299
2026-03-20,605,P,6650,0.1234,,,,1905
2026-03-20,610,C,18825,0.12,,,,1694
2026-03-20,610,P,10392,0.12,,,,623
2026-03-20,615,C,8451,0.117,,,,2005
2026-03-20,615,P,8016,0.117,,,,502
2026-03-20,620,C,20868,0.1141,,,,5043
2026-03-20,620,P,9201,0.1141,,,,2479
2026-03-20,625,C,29345,0.1116,,,,7006
2026-03-20,625,P,22732,0.1116,,,,6144
2026-03-20,630,C,17599,0.1093,,,,4485
2026-03-20,630,P,7507,0.1093,,,,1606
2026-03-20,635,C,9051,0.1073,,,,2061
2026-03-20,635,P,5431,0.1073,,,,1450
2026-03-20,640,C,13036,0.1055,,,,1226
2026-03-20,640,P,5935,0.1055,,,,350
2026-03-20,645,C,7524,0.104,,,,273
2026-03-20,645,P,4152,0.104,,,,250
2026-03-20,650,C,18647,0.1027,,,,2973
2026-03-20,650,P,10194,0.1027,,,,2666
2026-03-20,655,C,3776,0.1017,,,,964
2026-03-20,655,P,2986,0.1017,,,,530
2026-03-20,660,C,9610,0.1008,,,,2453
2026-03-20,660,P,3504,0.1008,,,,480
2026-03-20,665,C,6775,0.1002,,,,278
2026-03-20,665,P,2352,0.1002,,,,465
2026-03-20,670,C,4116,0.0998,,,,784
2026-03-20,670,P,3028,0.0998,,,,850
